abund,Present,clDD,clFD,clTmi,clTma,clTmn,clP,NDVI,broadleaf,conif,grass,crop,urban,wetland
0,Present,4227.75,121.3,3.6,30.1,11.56191781,108.61,-38,0.712460064,0.003194888,0,0.242811502,0.019169329,0
0,Present,4360.05,113,3.8,29.8,11.92849315,110.76,-49,0.71474359,0,0,0.269230769,0,0
0,Present,4676.1,104.5,4.8,30.7,12.7860274,107.11,-37,0.458333333,0,0,0.128205128,0.330128205,0
0,Present,4676.1,104.5,4.8,30.7,12.7860274,107.11,-40,0.796178344,0,0,0.050955414,0,0
0.6,Absent,4927.95,96.7,6.1,31.2,13.48438356,109.29,-42,0.086538462,0.016025641,0,0.115384615,0,0
0,Present,4927.95,96.7,6.1,31.2,13.48438356,109.29,-45,0.542586751,0.028391167,0,0.047318612,0.006309148,0
0,Present,5021.05,85.5,5.7,30.6,13.74356164,109.58,-61,0.52866242,0.022292994,0,0.044585987,0.031847134,0
0,Present,5125.4,86.7,6.9,31,14.00876712,110.16,-54,0.640127389,0.012738854,0,0.229299363,0.006369427,0
0,Present,5125.4,86.7,6.9,31,14.00876712,110.16,1,0.372611465,0.057324841,0,0.289808917,0,0
0.2,Absent,5021.05,85.5,5.7,30.6,13.74356164,109.58,-54,0.022508039,0.01607717,0,0.717041801,0,0
0,Present,4927.95,96.7,6.1,31.2,13.48438356,109.29,-59,0.015923567,0.038216561,0.003184713,0.464968153,0,0
0,Present,4941.25,94.5,7,31,13.51671233,109.9,-38,0.015923567,0,0,0.984076433,0,0
0.4,Absent,4941.25,94.5,7,31,13.51671233,109.9,-64,0.025316456,0,0,0.96835443,0.006329114,0
0,Present,3407.85,145.5,2,27.3,9.328219178,114.77,-32,0.097791798,0.018927445,0,0.27444795,0,0
0,Present,3499.9,145.3,2.7,27.3,9.567945205,113.29,-31,0,0,0,0.118210863,0,0
0,Present,4063.6,125.2,2.9,29.7,11.11232877,97.99,-32,0.118210863,0.054313099,0.009584665,0.348242812,0,0
0,Present,3407.85,145.5,2,27.3,9.328219178,114.77,-31,0.121019108,0,0,0.738853503,0,0
0,Present,4595.5,108.9,4.6,30.7,12.57780822,105.92,-58,0.125,0,0,0.592948718,0,0
0,Present,4676.1,104.5,4.8,30.7,12.7860274,107.11,-81,0.26031746,0,0,0.180952381,0.003174603,0
0,Present,5015.05,88.5,5.6,30.9,13.71917808,108.65,-43,0.07278481,0,0.012658228,0.32278481,0,0
0,Present,5104.4,89.9,6.7,31.1,13.96794521,108.36,-38,0.616129032,0,0,0.383870968,0,0
0,Present,2062.6,180.7,-4.8,26.5,5.642191781,81.08,-36,0.73015873,0,0,0.034920635,0.177777778,0
0,Present,2628.4,161.7,-2.8,27.1,7.188493151,81.64,-43,0.523809524,0.003174603,0,0,0.012698413,0
0,Present,2787.95,156.5,-2.4,27,7.629589041,86.83,-31,1,0,0,0,0,0
0,Present,3049.4,146.8,-2.1,27.1,8.346027397,82.56,-42,1,0,0,0,0,0
0,Present,3270.25,142.6,-1.4,27.6,8.943013699,88.37,-53,0.853968254,0,0,0.003174603,0.104761905,0
0.2,Absent,3539.3,133.6,-1.1,28.3,9.675890411,96.57,-51,0.951923077,0,0,0,0.006410256,0
0.2,Absent,2280.6,171,-3.3,26.5,6.239452055,78.9,-38,0.003389831,0,0,0.128813559,0.010169492,0
0,Present,2955,152.4,-1.9,27.6,8.087123288,87.12,-56,0,0,0,0.443686007,0,0
0,Present,2884.5,155.4,-2.1,28,7.890136986,84.98,-45,0,0.046357616,0.006622517,0.718543046,0,0
0,Present,2592.4,163.3,-2.6,27.5,7.081643836,81.65,-43,0,0.025723473,0,0.556270096,0.003215434,0
0.2,Absent,3592.6,132.7,-0.7,28.9,9.834520548,92.32,-60,0,0.003215434,0,0.305466238,0.009646302,0
0,Present,3161.95,147.3,-1.3,28.2,8.654520548,86.5,-64,0,0,0,0.665594855,0.003215434,0
0.2,Absent,3192.25,137.1,-1.6,27.1,8.737260274,80.34,-89,0.003215434,0.019292605,0,0.823151125,0,0
0,Present,2592.4,163.3,-2.6,27.5,7.081643836,81.65,-54,0,0,0,0.967105263,0,0
0,Present,3125.05,140.7,-1.7,27.2,8.545205479,80.39,-60,0.003246753,0,0,0.873376623,0.00974026,0
0,Present,3436.7,136.8,-1.2,28.6,9.403013699,82.51,-52,0,0,0,0.74025974,0,0
1.4,Absent,2575.9,161.4,-5.9,28.6,7.044657534,77.81,-48,0,0.003215434,0,0.610932476,0,0
0.8,Absent,2617.1,164.1,-5.9,29.1,7.161369863,74.17,-55,0,0,0,0.592105263,0,0
1,Absent,2510.1,171.5,-6.2,29.5,6.87260274,65.87,-42,0,0,0,0.932038835,0,0
2.8,Absent,2510.1,171.5,-6.2,29.5,6.87260274,65.87,-35,0,0.012861736,0.038585209,0.655948553,0.231511254,0
0.6,Absent,2103.4,181.2,-6.6,28.3,5.762465753,71.1,-49,0,0.01650165,0,0.577557756,0.01320132,0
0,Present,2280.25,176.7,-6.5,28.8,6.238630137,71.09,-43,0.02866242,0,0.003184713,0.799363057,0.130573248,0
0,Present,1739.1,190.4,-7.5,26.6,4.752054795,72.34,-41,0,0.012987013,0,0.795454545,0,0
0,Present,1809.15,191.4,-7.8,28,4.947671233,67.15,-62,0,0,0,0.996402878,0,0
0,Present,1907.4,190.6,-7.1,28.1,5.229589041,68.68,-46,0,0.027303754,0,0.969283276,0,0
0.2,Absent,1689.3,192.3,-8.4,27.7,4.615342466,65.01,-48,0,0,0,1,0,0
0,Present,1854.6,185.2,-8.9,28.5,5.068493151,51.29,-58,0,0,0,1,0,0
0,Present,1180.2,203.3,-8.3,23.8,3.241643836,74.46,-33,0,0.003401361,0,0.833333333,0,0
0.2,Absent,1522,195.2,-8.2,26,4.169589041,72.66,-39,0,0.010638298,0,0.946808511,0,0
0,Present,1645.65,196.2,-8.1,27,4.504109589,69.32,-45,0.003571429,0.010714286,0,0.864285714,0,0
0,Present,1353.5,196.6,-9.9,26.7,3.699452055,61.07,-53,0,0,0,0.989247312,0,0
0.2,Absent,1544.45,192.3,-10.2,27.7,4.21890411,55.24,-46,0,0,0.055555556,0.940740741,0.003703704,0
0.2,Absent,931,199,-11.5,25.2,2.550684932,64.1,-50,0.003448276,0.003448276,0,0.017241379,0,0
0,Present,1169.6,197.5,-10.7,26,3.191780822,63.5,-63,0,0.010238908,0,0.017064846,0,0
1.6,Absent,2667.25,166.8,-5.6,29.6,7.295068493,74.19,-50,0.003389831,0,0,0.227118644,0,0
1.6,Absent,2401.3,173,-5.5,29.4,6.561917808,62.52,-47,0,0.053191489,0,0.726950355,0,0
0,Present,1739.1,190.4,-7.5,26.6,4.752054795,72.34,-38,0,0.123239437,0,0.665492958,0,0
0,Present,1858.05,188.3,-7,27.4,5.08630137,71.44,-37,0.108614232,0,0,0.782771536,0,0
4.2,Absent,1913.6,188.6,-7,28,5.255068493,70.21,-50,0,0,0,0.985663082,0.007168459,0
0,Present,1404.2,197.7,-9.3,26.4,3.838356164,68.37,-51,0,0,0,1,0,0
0,Present,1517.95,193.9,-9.5,27.3,4.150410959,59.84,-45,0,0,0.003521127,0.985915493,0,0
0,Present,810.7,203,-12.1,25.6,2.220821918,54.01,-50,0,0,0,0.959044369,0,0
0,Present,1083.35,197.4,-11.9,26.5,2.972328767,52.49,-52,0,0,0,0.964664311,0,0
0,Present,7012.65,26.1,14.9,33.2,19.18356164,158.98,-44,0.003546099,0.024822695,0,0.957446809,0.007092199,0
5.6,Absent,6507.85,51.9,12.3,33.5,17.78821918,142.61,-58,0,0.006825939,0,0.030716724,0,0
22,Absent,6394.6,54.1,11.2,33.6,17.49835616,137.94,-60,0,0.071428571,0,0.396428571,0,0
0,Present,6818.35,32.6,14.6,32.9,18.64273973,156.49,-60,0.171428571,0,0,0.257142857,0,0
0,Present,6481.3,49.5,13.3,33.3,17.73589041,146.89,-65,0.066666667,0,0,0.881481481,0,0
38,Absent,6220.65,54.6,11.1,32.6,17.02219178,140.41,-51,0.055762082,0.085501859,0,0.765799257,0,0
0,Present,7088.1,23,15,32.9,19.38986301,158.66,-59,0.003759398,0,0,0.984962406,0,0
0,Present,7012.65,26.1,14.9,33.2,19.18356164,158.98,-54,0.319218241,0.61237785,0,0.061889251,0,0
0,Present,6007.1,65.1,10.3,32.5,16.43287671,141.62,-56,0.233226837,0.006389776,0,0.760383387,0,0
22.2,Absent,5249.6,93.1,6.6,33,14.35726027,117.14,-61,0.037974684,0.03164557,0.183544304,0.689873418,0,0
38.8,Absent,5064.3,104.4,6,32.7,13.85808219,118.71,-57,0,0.980645161,0,0.019354839,0,0
5.4,Absent,4846.8,108.7,5.6,32.2,13.25780822,115.96,-45,0.038709677,0.858064516,0,0.087096774,0.016129032,0
19,Absent,4886.05,102,5.7,32,13.36547945,106.23,-50,0.476489028,0.128526646,0,0.338557994,0.009404389,0
0.2,Absent,4631.3,110.2,4.5,31.6,12.67589041,101.7,-48,0.015822785,0.886075949,0,0.098101266,0,0
37.8,Absent,4932.65,104.7,5.6,32.2,13.49315068,109.87,-42,0.379746835,0.389240506,0,0.136075949,0,0
145.6,Absent,4910.15,107.9,5.5,32.2,13.42739726,110.49,-48,0.438709677,0.422580645,0,0.138709677,0,0
14,Absent,4823.95,105.6,4.3,32.4,13.19534247,98.39,-44,0.836012862,0,0,0.160771704,0.003215434,0
50.6,Absent,4576.5,109,3,31.7,12.52986301,98.39,-50,0.315960912,0.029315961,0.009771987,0.45276873,0.06514658,0
132.8,Absent,4844.05,109.2,4.3,32.8,13.24630137,105.44,-40,0.98392283,0,0,0,0,0
47.6,Absent,4340.4,119,2.1,31.6,11.87479452,98.74,-54,0.990384615,0,0,0,0,0
0,Present,5249.6,93.1,6.6,33,14.35726027,117.14,-50,1,0,0,0,0,0
0.6,Absent,5192.95,93.4,6.7,32.7,14.2230137,113.81,-51,1,0,0,0,0,0
0.4,Absent,5287,90.3,7.1,32.7,14.47232877,110.74,-48,0.990066225,0,0,0.009933775,0,0
31.6,Absent,5064.3,104.4,6,32.7,13.85808219,118.71,-51,0.906666667,0,0.003333333,0.006666667,0,0
10.2,Absent,4698,109.4,4.5,31.8,12.85863014,106.88,-51,0.99339934,0,0,0.00660066,0,0
1,Absent,4709.7,107.8,4,32,12.88657534,98.36,-52,0.617161716,0,0,0.376237624,0,0
83.4,Absent,4221.05,124.5,1.3,31.3,11.53534247,95.5,-52,0.003278689,0,0.032786885,0.793442623,0.003278689,0
40.4,Absent,4014.3,127.9,0.6,31,10.98547945,91.88,-54,0.866449511,0,0,0.006514658,0,0
95.4,Absent,3876.55,133.5,-0.1,30.9,10.60383562,90.04,-46,1,0,0,0,0,0
76.6,Absent,4795.1,108.3,4.2,32.5,13.11205479,100.84,-37,0.986710963,0.006644518,0,0.006644518,0,0
41.4,Absent,4183.05,124.2,0.9,31.4,11.44383562,92.77,-44,0.42172524,0.003194888,0,0.552715655,0,0
23.6,Absent,3829.3,140.4,0.2,31.4,10.47041096,79.66,-41,0.184818482,0.518151815,0.052805281,0.069306931,0,0
64.4,Absent,4072.3,137.8,1.5,32.5,11.13616438,81.17,-48,0,0.003412969,0.965870307,0.030716724,0,0
76.4,Absent,4014.25,137.3,1.3,32.1,10.98520548,71.73,-58,0.006622517,0.90397351,0.023178808,0.013245033,0,0
37.4,Absent,3757.35,148.4,1.5,31.5,10.27315068,64.38,-48,0,0.663366337,0.231023102,0.102310231,0,0
8.6,Absent,3652.9,146,-0.4,31.5,10.00383562,72.27,-42,0.003322259,0.870431894,0.006644518,0.009966777,0,0
74.6,Absent,3231.9,157.8,-1.7,30.5,8.837808219,64.36,-43,0,0.986754967,0,0.013245033,0,0
36.6,Absent,3123.9,165.7,-1,31,8.537808219,58.57,-52,0.01320132,0.943894389,0.00330033,0,0,0
7.4,Absent,2978.15,171.3,-0.3,30.3,8.150958904,59.78,-63,0,0,0,0.993174061,0,0
0.2,Absent,2987.6,184.6,2.7,30.9,8.17260274,39.97,-88,0,0,0,1,0,0
1,Absent,2983.4,179.1,0.8,30.9,8.156986301,49.75,-71,0,0,0,1,0,0
0.6,Absent,2970.85,181.6,3.6,30.4,8.130958904,42.48,-92,0,0,0.003558719,0.996441281,0,0
1.6,Absent,3526,167,3.4,32.1,9.651780822,45.51,-86,0,0,0,1,0,0
0,Present,3214.1,177.3,3.5,31.5,8.797260274,39.67,-81,0,0,0,1,0,0
0.8,Absent,2992.1,180.3,1.2,30.9,8.180821918,46.7,-73,0,0,0.145390071,0.85106383,0,0
10.6,Absent,3219.35,162.3,0.1,30.1,8.807671233,61.33,-55,0,0,0.978798587,0.021201413,0,0
0.8,Absent,5151.7,110.1,11.1,33,14.09753425,36.65,-101,0.006369427,0,0,0.796178344,0,0
0,Present,5499.8,100.6,12.1,33.2,15.05534247,38.76,-85,0,0.920265781,0,0,0,0
0,Present,4113.45,131.1,8.1,30.6,11.25726027,38.84,-111,0,0.468152866,0.171974522,0,0,0
0,Present,5105.4,112.8,10.2,33.3,13.97479452,39.41,-107,0,0,0.081168831,0,0,0
0,Present,2599.4,160.4,-1.5,25.7,7.112876712,108.94,-31,0.919093851,0,0,0.067961165,0,0
0.4,Absent,2599.4,160.4,-1.5,25.7,7.112876712,108.94,-29,0.847619048,0,0,0,0,0
0,Present,4981.1,97.4,7.5,30.2,13.61753425,129.24,-68,0.968454259,0,0,0.003154574,0,0
0,Present,4248.6,117.2,6.9,27.5,11.61479452,173.92,-81,0,0.186495177,0.003215434,0.36977492,0.128617363,0
0,Present,3941.1,127.7,5.8,26.8,10.78493151,119.83,-56,0,0.85483871,0,0.138709677,0,0
1.8,Absent,5693.55,71.8,10.4,31.7,15.59041096,127.98,-77,0.147435897,0,0,0.769230769,0.022435897,0
0,Present,5100.65,94.3,9.4,30.3,13.95753425,131.97,-83,0.009615385,0.041666667,0,0.006410256,0,0
0,Present,5276.45,86.2,8.2,31,14.42684932,110.18,-69,0.239482201,0.009708738,0,0.177993528,0,0
0,Present,5575.9,80.4,9.9,31.7,15.25123288,118.95,-73,0,0.116719243,0,0.315457413,0.009463722,0
0,Present,5177.85,86.5,9.2,30.1,14.16493151,136.55,-81,0.044585987,0.74522293,0,0.022292994,0,0
0,Present,4992.65,93,7.8,29.9,13.65780822,148.69,-63,0.479495268,0.264984227,0,0.097791798,0,0
0,Present,3941.1,127.7,5.8,26.8,10.78493151,119.83,-86,0,0.791139241,0,0.183544304,0.009493671,0
1.4,Absent,1894.15,188.1,-7.8,29.4,5.180821918,48.82,-65,0.034920635,0.628571429,0,0.326984127,0,0
9.6,Absent,1581.4,193.1,-8.6,28.3,4.332328767,46.37,-64,0.088607595,0.221518987,0,0.006329114,0.012658228,0
0,Present,1451.85,190.7,-10.4,27.8,3.977260274,47,-50,0.171974522,0.079617834,0,0.101910828,0.044585987,0
0,Present,1601.55,189.4,-10.3,28.2,4.38739726,48.83,-56,0.054313099,0.044728435,0,0,0,0
1.4,Absent,1562.65,189.6,-9.3,28.1,4.268767123,46.99,-46,0.266666667,0.012698413,0,0.6,0,0
0,Present,1486.05,193.2,-9.1,28,4.066849315,45.15,-41,0.230283912,0.009463722,0,0.611987382,0.082018927,0
0,Present,1566.6,188.9,-10.9,28,4.279178082,47.31,-55,0.035369775,0,0,0,0.003215434,0
0,Present,1199.65,193.6,-11.1,27,3.278356164,44.56,-46,0.090032154,0.520900322,0,0.160771704,0,0
0,Present,1211.45,194.2,-10.8,26.9,3.319178082,44.25,-52,0,0,0.003731343,0.992537313,0.003731343,0
0,Present,1615.05,195.1,-8,28.1,4.420547945,42.69,-44,0,0,0.019455253,0.972762646,0,0
0.2,Absent,2057.55,190.8,-5.5,29.3,5.63260274,38.72,-66,0,0,0,0.996268657,0.003731343,0
12.2,Absent,2394.95,187.7,-3.9,30,6.548493151,41.76,-74,0,0,0.003717472,0.966542751,0.029739777,0
2,Absent,2192.5,190.9,-4.5,29.4,5.998356164,40.86,-64,0,0,0,1,0,0
3,Absent,1966.7,192.3,-6,28.8,5.400547945,40.87,-53,0,0,0,1,0,0
0.6,Absent,1718.45,194.3,-7.4,28.4,4.703835616,41.16,-38,0,0,0,0.981481481,0,0
0,Present,1322.3,198.2,-9.4,27.2,3.614520548,46.66,-44,0,0,0.044280443,0.948339483,0,0
2.6,Absent,1716.9,189.6,-8.6,28.8,4.690958904,47.59,-45,0,0,0.951492537,0.048507463,0,0
0,Present,3325.35,142.9,-0.7,28.8,9.093972603,88.03,-72,0,0.317307692,0,0.051282051,0,0
10.4,Absent,3506.95,137.6,-0.6,29.1,9.603835616,89.61,-54,0,0.217252396,0,0.060702875,0,0
1.2,Absent,3529.2,132.6,-0.5,28.6,9.652328767,87.12,-49,0.025559105,0.054313099,0,0.076677316,0,0
0,Present,3344.8,136.2,-0.2,27.3,9.151232877,97.13,-38,0,0.380191693,0,0.012779553,0,0
0,Present,3410.95,137.9,0.3,28.1,9.33260274,92.9,-41,0,0.792332268,0.003194888,0.03514377,0,0
0,Present,3523.7,136.6,-0.3,28.9,9.653972603,90.77,-58,0,0.806962025,0,0,0,0
0,Present,3529,136.1,-0.3,28.9,9.651780822,91.1,-55,0.070512821,0.628205128,0,0.006410256,0,0
0,Present,3529,136.1,-0.3,28.9,9.651780822,91.1,-55,0.006410256,0.916666667,0,0,0,0
0,Present,3643.65,132.5,0.6,28.3,9.966027397,96.87,-43,0,0,0,0.977707006,0.022292994,0
0,Present,3643.65,132.5,0.6,28.3,9.966027397,96.87,-43,0,0.009677419,0,0.970967742,0.019354839,0
0,Present,3729.85,127.3,0.8,28.1,10.19808219,98.07,-41,0,0,0,1,0,0
0,Present,3787.35,126.5,1.3,28.2,10.35534247,100.8,-38,0.654952077,0,0,0.044728435,0,0
0,Present,4054.35,120.1,1.5,29.6,11.09945205,94.73,-47,0.980830671,0,0,0.012779553,0.003194888,0
2.2,Absent,4281.95,114.2,2.4,29.9,11.7230137,101.44,-62,0,0,0,0.996784566,0.003215434,0
0.2,Absent,4131.05,124.1,2.7,29.5,11.2969863,102.35,-55,0,0,0,0.928802589,0.019417476,0
0,Present,4126,126.3,3.4,29.3,11.29589041,102.33,-34,0,0,0,0.974603175,0.025396825,0
2.2,Absent,4122.75,126.9,3.2,29.4,11.27863014,100.25,-48,0.079113924,0,0,0.768987342,0,0
0,Present,3977.6,124.4,1.8,29,10.88931507,97.8,-41,0.006309148,0,0,0.924290221,0,0
0,Present,4126,126.3,3.4,29.3,11.29589041,102.33,-36,0.744479495,0,0,0.192429022,0.05362776,0
0,Present,4075.75,132.4,3.8,29.4,11.16219178,102.02,-41,0.873015873,0,0,0.095238095,0,0
0,Present,3994.1,129.2,2.9,29.2,10.92191781,102.34,-38,0,0,0,0.958598726,0.025477707,0
1.8,Absent,4407.15,117.8,3.9,30,12.06191781,107.52,-45,0.038585209,0,0,0.919614148,0.038585209,0
0.6,Absent,4356.3,119.1,4,29.7,11.93506849,105.69,-45,0,0,0,0.993630573,0.003184713,0
1,Absent,3457.75,131.9,-1.2,28.2,9.452328767,86.49,-52,0.92926045,0,0,0.048231511,0.012861736,0
0,Present,3443.55,132.6,-0.3,27.9,9.417808219,92.25,-45,0.803174603,0,0,0.168253968,0.003174603,0
0,Present,3449.25,133.3,-0.2,27.9,9.441643836,93.16,-40,0.003174603,0.003174603,0,0.882539683,0.012698413,0
0,Present,3643.65,132.5,0.6,28.3,9.966027397,96.87,-55,0.890322581,0,0,0.090322581,0,0
0,Present,3452.75,141.4,0.9,28.2,9.455342466,95.63,-39,1,0,0,0,0,0
0,Present,4424.7,115.3,4.4,29.6,12.10164384,103.89,-40,0.912903226,0,0,0.083870968,0,0
0,Present,3787.35,126.5,1.3,28.2,10.35534247,100.8,-29,0.134615385,0,0,0.865384615,0,0
48.4,Absent,6166.95,69.4,10.3,34.8,16.87068493,104.96,-44,0.923322684,0,0,0.073482428,0,0
22.6,Absent,5504.35,88.1,8.2,33.3,15.06356164,109.56,-36,0,0.144230769,0.044871795,0.762820513,0,0
23.2,Absent,5887.8,77.9,9.2,34.4,16.10575342,102.28,-47,0,0,0,0.983974359,0.012820513,0
61,Absent,5876.15,78.8,8.6,34.5,16.0739726,98.92,-41,0.123809524,0,0,0.765079365,0.041269841,0
17.6,Absent,5898.3,78.9,9.1,34.7,16.14712329,86.74,-54,0,0.009646302,0,0.967845659,0,0
54,Absent,5744.9,97.4,9.1,35.5,15.71424658,66.06,-64,0.585987261,0,0,0.302547771,0.00955414,0
122.6,Absent,5234.4,97.6,6.7,33.1,14.33232877,108.69,-41,0.993630573,0,0,0.006369427,0,0
130.4,Absent,5362.4,93.9,6.8,33.5,14.67479452,104.12,-50,0.819047619,0,0,0.152380952,0.019047619,0
16.6,Absent,5587.3,103.1,7.8,35.6,15.28273973,71.01,-71,0.285714286,0.066445183,0,0.056478405,0.006644518,0
22.2,Absent,5623.7,105.2,8.2,35.7,15.38219178,65.23,-74,0.876623377,0,0,0.035714286,0,0
0.4,Absent,4508.2,137.3,9.1,33,12.33863014,41.56,-95,0.013333333,0,0.003333333,0.003333333,0.02,0
12.2,Absent,5080.65,121.9,7.9,34.6,13.89863014,51.22,-79,0.092715232,0,0,0.062913907,0.003311258,0
30,Absent,6244.65,63.5,11.2,34.1,17.08328767,121.59,-43,0,0.049833887,0.242524917,0.119601329,0.053156146,0
78.8,Absent,5800.4,80.1,9.2,33.7,15.87068493,110.15,-49,0,0,0.793103448,0.179310345,0,0
40,Absent,5398.1,90.1,7.6,33.2,14.77260274,111.08,-47,0.571428571,0,0.013289037,0.059800664,0,0
21.8,Absent,5270.15,115.3,8.4,34.5,14.42191781,58.23,-65,0.368770764,0,0.003322259,0.109634551,0,0
2.8,Absent,4652.65,135.1,8.7,33.6,12.73863014,43.66,-71,0,0,0.95890411,0.037671233,0.003424658,0
32.2,Absent,5692.3,85.9,7.8,34.2,15.5660274,97.4,-52,0,0,0.716723549,0.283276451,0,0
0,Present,3033.95,145.9,-2.1,26.6,8.295068493,91.61,-57,0.553797468,0,0,0,0,0
0.2,Absent,3344.8,136.2,-0.2,27.3,9.151232877,97.13,-37,0,0,0,0,0,0
0,Present,3266.2,139.3,-0.1,27.1,8.927671233,103.22,-39,0.108626198,0.380191693,0.408945687,0.102236422,0,0
0,Present,3050.3,146.9,-0.4,26.9,8.352876712,111.11,-34,0,0.105095541,0,0.770700637,0.124203822,0
0,Present,2969.55,152.5,-0.4,27.2,8.119178082,113.87,-26,0,0.987381703,0,0.012618297,0,0
0,Present,3050.3,146.9,-0.4,26.9,8.352876712,111.11,-34,0,0.984126984,0,0.015873016,0,0
0,Present,2969.55,152.5,-0.4,27.2,8.119178082,113.87,-26,0.03514377,0.447284345,0.338658147,0.003194888,0,0
0,Present,2729.5,160.2,-1,26.5,7.469589041,111.69,-28,0,0,0,0,0,0
0,Present,3803.8,127.1,1.7,28.4,10.40465753,101.11,-38,0.977917981,0,0,0,0,0
0,Present,3803.8,127.1,1.7,28.4,10.40465753,101.11,-38,0.977707006,0,0,0.00955414,0.006369427,0
0.6,Absent,3507.9,139.3,1.2,28.6,9.606575342,113.81,-36,0.987301587,0,0,0,0.00952381,0
0,Present,3529.35,137.7,1.2,28.5,9.648493151,105.93,-36,0.911111111,0,0,0.088888889,0,0
0,Present,3529.35,137.7,1.2,28.5,9.648493151,105.93,-36,1,0,0,0,0,0
0,Present,3507.9,139.3,1.2,28.6,9.606575342,113.81,-36,0.993630573,0.006369427,0,0,0,0
0,Present,3507.9,139.3,1.2,28.6,9.606575342,113.81,-36,0.996825397,0,0,0,0.003174603,0
0,Present,3520.9,139,1.4,28.4,9.629589041,115.31,-45,1,0,0,0,0,0
0,Present,3435.2,140.9,0.9,28.5,9.39890411,113.48,-30,0.702531646,0,0,0.022151899,0.075949367,0
0,Present,3568.25,136.4,1.2,28.3,9.755068493,105.88,-30,0.60443038,0,0,0,0,0
0,Present,3439.8,138.7,0.7,28.2,9.40739726,102.82,-40,0.898412698,0,0,0.06984127,0.028571429,0
0,Present,3568.25,136.4,1.2,28.3,9.755068493,105.88,-30,0.749196141,0,0,0.241157556,0.006430868,0
0,Present,3568.25,136.4,1.2,28.3,9.755068493,105.88,-37,0.993650794,0,0,0.006349206,0,0
0,Present,3439.8,138.7,0.7,28.2,9.40739726,102.82,-37,0.916398714,0,0,0.051446945,0.028938907,0
0,Present,3674.75,131.1,1.3,28.4,10.06356164,100.07,-35,0.904458599,0,0,0.095541401,0,0
0,Present,3674.75,131.1,1.3,28.4,10.06356164,100.07,-31,0.962025316,0,0,0.03164557,0.006329114,0
0,Present,3441.25,136.1,0.4,27.8,9.415616438,96.11,-34,0.759615385,0,0,0.221153846,0.012820513,0
0,Present,3614.5,130.2,0.7,28.2,9.881917808,99.47,-42,0.622641509,0,0,0.355345912,0.022012579,0
0,Present,3899.15,131.8,3.1,28.6,10.66164384,110.88,-38,0.933121019,0,0,0.044585987,0,0
0,Present,3407.85,145.5,2,27.3,9.328219178,114.77,-32,0.993589744,0,0,0,0,0
0,Present,3882.3,131.3,2.9,29.2,10.62821918,101.06,-43,0.849358974,0,0,0.044871795,0.022435897,0
0,Present,3277.65,145.8,0.4,28,8.95890411,99.24,-36,0.811320755,0,0,0.166666667,0.018867925,0
0,Present,3801.05,130.4,2.1,28.7,10.39726027,105.64,-34,0.968051118,0,0,0.031948882,0,0
0,Present,3691.55,134.5,2,28.8,10.08876712,113.8,-40,0.541666667,0,0,0.435897436,0.022435897,0
0,Present,3872.5,124,1.6,28.9,10.58027397,100.97,-48,0.99047619,0,0,0.006349206,0,0
0,Present,3939.4,123.2,1.9,29.2,10.78876712,104.92,-31,0.335483871,0,0,0.664516129,0,0
0,Present,4063.6,125.2,2.9,29.7,11.11232877,97.99,-40,0.967845659,0,0,0.019292605,0.003215434,0
0,Present,4265.75,116.9,3.3,30.1,11.67013699,102.18,-46,1,0,0,0,0,0
0,Present,4220.4,122.9,3.7,30.3,11.5460274,103.74,-34,0.594936709,0,0,0.32278481,0.079113924,0
0,Present,6107.05,62.3,11.9,32.8,16.71506849,119.55,-74,0.003745318,0,0.052434457,0.943820225,0,0
0.2,Absent,5801.3,67.8,10.7,31.7,15.87342466,127.4,-78,0.05904059,0,0.003690037,0.937269373,0,0
0,Present,5357,83.7,10.1,30.8,14.65561644,161.18,-70,0,0,0.003745318,0.996254682,0,0
32.6,Absent,3042.6,162.9,-3.3,30.8,8.323561644,60.1,-52,0.031746032,0.923809524,0,0.044444444,0,0
30.4,Absent,2845.95,168.5,-4.1,30.3,7.784109589,56.42,-58,0.006410256,0.926282051,0,0.051282051,0,0
15.6,Absent,2513.75,172.6,-5.3,29.8,6.886575342,57.94,-46,0.006389776,0.415335463,0,0.57827476,0,0
0,Present,2187.65,203.5,0.5,28.5,5.985205479,41.47,-63,0,0.812101911,0,0.168789809,0.01910828,0
11,Absent,3050.4,178.7,-1,31.7,8.344931507,43.32,-75,0,0.933333333,0,0.047619048,0,0
0.6,Absent,3212.1,176.6,0.6,31.9,8.775068493,42.1,-74,0.47133758,0.270700637,0,0.242038217,0.015923567,0
3,Absent,2432.6,189.7,-2.4,29.5,6.660547945,39.02,-76,0.449044586,0.343949045,0,0.063694268,0.038216561,0
7.2,Absent,2402.6,189.4,-2.8,29.5,6.578356164,40.25,-63,0,0.806962025,0,0.180379747,0.012658228,0
0,Present,2187.65,203.5,0.5,28.5,5.985205479,41.47,-73,0,0,0,1,0,0
0,Present,2187.65,203.5,0.5,28.5,5.985205479,41.47,-63,0,0,0.033457249,0.966542751,0,0
0,Present,1997.75,205.6,-0.5,27.8,5.477534247,43.3,-52,0,0,0.007117438,0.989323843,0,0
0,Present,1997.75,205.6,-0.5,27.8,5.477534247,43.3,-51,0.010638298,0.85106383,0,0,0,0
